X1,X2,X3,X4,X5,Range,Packets Received,
423.65,544.88,548.81,602.76,715.19,50,0
383.44,437.59,645.89,891.77,963.66,50,0
71.04,528.89,568.04,791.73,925.6,50,0
20.22,87.13,778.16,832.62,870.01,50,0
118.27,461.48,780.53,799.16,978.62,50,0
143.35,414.66,521.85,639.92,944.67,50,0
18.79,264.56,456.15,568.43,774.23,50,0
612.1,616.93,617.64,681.82,943.75,50,0
60.23,359.51,437.03,666.77,697.63,50,0
128.93,210.38,315.43,363.71,670.64,50,0
102.04,208.88,438.6,570.2,988.37,50,0
161.31,244.43,253.29,466.31,653.11,50,0
110.38,138.18,158.97,196.58,656.33,50,0
96.1,97.1,368.73,820.99,837.94,50,0
468.65,604.85,739.26,976.46,976.76,50,0
39.19,118.73,120.2,282.81,296.14,50,0
64.15,317.98,414.26,566.6,692.47,50,0
93.94,265.39,523.25,575.95,929.3,50,0
131.8,289.41,318.57,667.41,716.33,50,0
4.7,20.11,183.19,586.51,828.94,50,0
248.75,270.01,677.82,735.19,962.19,50,0
223.08,572.25,576.16,592.04,952.75,50,0
297.44,447.13,699.48,813.8,846.41,50,0
396.51,581.27,692.53,881.1,881.74,50,0
423.86,501.32,643.99,725.25,956.08,50,0
19.19,290.08,301.57,606.39,660.17,50,0
135.47,298.28,428.77,569.96,618.02,50,0
431.42,574.33,590.87,652.1,653.2,50,0
367.56,435.86,806.19,891.92,896.55,50,0
100.23,703.89,714.24,919.48,998.85,50,0
123.82,149.45,162.49,615.56,868.13,50,0
69.17,407.18,569.1,807.32,848.01,50,0
453.54,697.43,722.06,866.38,975.52,50,0
11.71,171.63,359.98,729.99,855.8,50,0
18.52,54.34,200.0,521.04,793.7,50,0
31.84,223.92,345.35,704.41,928.08,50,0
164.69,237.89,577.23,621.48,934.21,50,0
311.94,535.63,589.91,613.97,730.12,50,0
186.19,209.84,398.22,739.55,944.37,50,0
58.03,227.41,254.36,434.42,490.46,50,0
24.68,179.6,311.8,377.75,696.34,50,0
67.25,453.7,536.58,679.39,896.67,50,0
20.65,216.9,263.32,663.08,990.34,50,0
320.02,383.46,588.32,758.38,831.05,50,0
185.64,273.54,628.98,798.05,872.65,50,0
215.51,687.49,730.86,947.37,952.79,50,0
25.66,207.47,213.31,253.94,518.2,50,0
277.63,374.17,424.69,463.58,586.78,50,0
117.53,132.07,517.38,716.86,863.86,50,0
144.85,183.28,396.06,488.06,565.42,50,0
355.61,748.66,765.33,903.72,940.43,50,0
83.42,292.15,552.19,584.48,961.94,50,0
16.43,100.29,240.83,669.92,929.53,50,0
63.96,281.73,485.63,586.41,785.15,50,0
231.7,338.16,876.51,961.57,977.5,50,0
630.45,799.2,874.29,941.38,949.32,50,0
13.24,293.02,347.23,617.88,848.94,50,0
148.14,478.37,497.39,639.47,981.83,50,0
136.9,189.85,368.58,511.32,822.12,50,0
97.84,224.32,862.19,960.83,972.92,50,0
81.1,333.15,407.24,774.05,906.56,50,0
11.43,53.43,132.49,232.23,725.59,50,0
79.52,89.6,146.95,672.05,770.58,50,0
245.37,420.54,557.37,727.04,860.55,50,0
55.37,131.48,262.12,270.33,301.6,50,0
283.52,379.93,456.14,683.28,695.63,50,0
56.85,181.15,697.0,778.7,788.55,50,0
259.42,272.82,373.81,587.6,777.41,50,0
44.61,197.05,370.85,459.86,799.8,50,0
76.96,306.81,518.84,577.54,959.43,50,0
35.36,430.4,510.02,536.18,645.57,50,0
128.86,277.6,392.68,681.39,956.41,50,0
187.13,456.91,543.81,882.04,903.98,50,0
399.03,458.6,690.03,724.17,904.04,50,0
240.02,327.72,636.06,699.62,756.78,50,0
160.54,458.14,590.98,796.39,959.17,50,0
457.22,575.75,820.77,857.72,951.87,50,0
159.41,398.43,628.9,815.52,908.84,50,0
33.3,62.71,258.68,424.03,849.04,50,0
16.33,185.23,355.37,356.71,958.98,50,0
99.61,401.26,869.49,929.29,945.3,50,0
33.07,232.74,326.7,454.16,614.46,50,0
15.61,68.07,221.16,251.94,428.8,50,0
12.04,115.48,131.06,253.19,618.48,50,0
162.95,409.05,638.76,974.26,990.35,50,0
65.3,288.4,490.31,783.23,989.41,50,0
241.42,246.06,517.31,662.5,665.86,50,0
287.05,414.86,424.09,554.69,706.57,50,0
46.01,232.63,360.55,828.66,924.97,50,0
348.52,814.97,904.95,968.97,985.49,50,0
105.91,249.42,296.56,950.95,992.01,50,0
58.36,233.42,689.77,730.71,881.72,50,0
237.81,272.44,374.3,379.06,748.79,50,0
171.85,237.74,304.47,449.29,839.19,50,0
502.39,634.0,867.29,940.21,942.58,50,0
451.82,699.58,750.76,967.97,994.4,50,0
70.87,131.29,152.35,292.79,417.49,50,0
382.81,546.88,604.12,895.39,967.79,50,0
274.82,406.73,552.08,592.23,896.76,50,0
248.41,271.65,401.71,455.44,505.87,50,0
423.65,544.88,548.81,602.76,715.19,100,0
383.44,437.59,645.89,891.77,963.66,100,0
71.04,528.89,568.04,791.73,925.6,100,0
20.22,87.13,778.16,832.62,870.01,100,0
118.27,461.48,780.53,799.16,978.62,100,0
143.35,414.66,521.85,639.92,944.67,100,0
18.79,264.56,456.15,568.43,774.23,100,0
612.1,616.93,617.64,681.82,943.75,100,0
60.23,359.51,437.03,666.77,697.63,100,0
128.93,210.38,315.43,363.71,670.64,100,0
102.04,208.88,438.6,570.2,988.37,100,0
161.31,244.43,253.29,466.31,653.11,100,0
110.38,138.18,158.97,196.58,656.33,100,0
96.1,97.1,368.73,820.99,837.94,100,0
468.65,604.85,739.26,976.46,976.76,100,0
39.19,118.73,120.2,282.81,296.14,100,0
64.15,317.98,414.26,566.6,692.47,100,0
93.94,265.39,523.25,575.95,929.3,100,0
131.8,289.41,318.57,667.41,716.33,100,0
4.7,20.11,183.19,586.51,828.94,100,0
248.75,270.01,677.82,735.19,962.19,100,0
223.08,572.25,576.16,592.04,952.75,100,0
297.44,447.13,699.48,813.8,846.41,100,0
396.51,581.27,692.53,881.1,881.74,100,0
423.86,501.32,643.99,725.25,956.08,100,0
19.19,290.08,301.57,606.39,660.17,100,0
135.47,298.28,428.77,569.96,618.02,100,0
431.42,574.33,590.87,652.1,653.2,100,0
367.56,435.86,806.19,891.92,896.55,100,0
100.23,703.89,714.24,919.48,998.85,100,0
123.82,149.45,162.49,615.56,868.13,100,0
69.17,407.18,569.1,807.32,848.01,100,0
453.54,697.43,722.06,866.38,975.52,100,0
11.71,171.63,359.98,729.99,855.8,100,0
18.52,54.34,200.0,521.04,793.7,100,0
31.84,223.92,345.35,704.41,928.08,100,0
164.69,237.89,577.23,621.48,934.21,100,0
311.94,535.63,589.91,613.97,730.12,100,0
186.19,209.84,398.22,739.55,944.37,100,0
58.03,227.41,254.36,434.42,490.46,100,0
24.68,179.6,311.8,377.75,696.34,100,0
67.25,453.7,536.58,679.39,896.67,100,0
20.65,216.9,263.32,663.08,990.34,100,0
320.02,383.46,588.32,758.38,831.05,100,0
185.64,273.54,628.98,798.05,872.65,100,0
215.51,687.49,730.86,947.37,952.79,100,0
25.66,207.47,213.31,253.94,518.2,100,0
277.63,374.17,424.69,463.58,586.78,100,0
117.53,132.07,517.38,716.86,863.86,100,0
144.85,183.28,396.06,488.06,565.42,100,0
355.61,748.66,765.33,903.72,940.43,100,0
83.42,292.15,552.19,584.48,961.94,100,0
16.43,100.29,240.83,669.92,929.53,100,0
63.96,281.73,485.63,586.41,785.15,100,0
231.7,338.16,876.51,961.57,977.5,100,0
630.45,799.2,874.29,941.38,949.32,100,0
13.24,293.02,347.23,617.88,848.94,100,0
148.14,478.37,497.39,639.47,981.83,100,0
136.9,189.85,368.58,511.32,822.12,100,0
97.84,224.32,862.19,960.83,972.92,100,0
81.1,333.15,407.24,774.05,906.56,100,0
11.43,53.43,132.49,232.23,725.59,100,0
79.52,89.6,146.95,672.05,770.58,100,0
245.37,420.54,557.37,727.04,860.55,100,0
55.37,131.48,262.12,270.33,301.6,100,0
283.52,379.93,456.14,683.28,695.63,100,0
56.85,181.15,697.0,778.7,788.55,100,0
259.42,272.82,373.81,587.6,777.41,100,0
44.61,197.05,370.85,459.86,799.8,100,0
76.96,306.81,518.84,577.54,959.43,100,0
35.36,430.4,510.02,536.18,645.57,100,0
128.86,277.6,392.68,681.39,956.41,100,0
187.13,456.91,543.81,882.04,903.98,100,0
399.03,458.6,690.03,724.17,904.04,100,0
240.02,327.72,636.06,699.62,756.78,100,0
160.54,458.14,590.98,796.39,959.17,100,0
457.22,575.75,820.77,857.72,951.87,100,0
159.41,398.43,628.9,815.52,908.84,100,0
33.3,62.71,258.68,424.03,849.04,100,0
16.33,185.23,355.37,356.71,958.98,100,0
99.61,401.26,869.49,929.29,945.3,100,0
33.07,232.74,326.7,454.16,614.46,100,0
15.61,68.07,221.16,251.94,428.8,100,0
12.04,115.48,131.06,253.19,618.48,100,0
162.95,409.05,638.76,974.26,990.35,100,0
65.3,288.4,490.31,783.23,989.41,100,0
241.42,246.06,517.31,662.5,665.86,100,0
287.05,414.86,424.09,554.69,706.57,100,0
46.01,232.63,360.55,828.66,924.97,100,0
348.52,814.97,904.95,968.97,985.49,100,0
105.91,249.42,296.56,950.95,992.01,100,0
58.36,233.42,689.77,730.71,881.72,100,0
237.81,272.44,374.3,379.06,748.79,100,0
171.85,237.74,304.47,449.29,839.19,100,0
502.39,634.0,867.29,940.21,942.58,100,0
451.82,699.58,750.76,967.97,994.4,100,0
70.87,131.29,152.35,292.79,417.49,100,0
382.81,546.88,604.12,895.39,967.79,100,0
274.82,406.73,552.08,592.23,896.76,100,0
248.41,271.65,401.71,455.44,505.87,100,0
423.65,544.88,548.81,602.76,715.19,150,1
383.44,437.59,645.89,891.77,963.66,150,0
71.04,528.89,568.04,791.73,925.6,150,0
20.22,87.13,778.16,832.62,870.01,150,0
118.27,461.48,780.53,799.16,978.62,150,0
143.35,414.66,521.85,639.92,944.67,150,0
18.79,264.56,456.15,568.43,774.23,150,0
612.1,616.93,617.64,681.82,943.75,150,0
60.23,359.51,437.03,666.77,697.63,150,0
128.93,210.38,315.43,363.71,670.64,150,0
102.04,208.88,438.6,570.2,988.37,150,0
161.31,244.43,253.29,466.31,653.11,150,0
110.38,138.18,158.97,196.58,656.33,150,0
96.1,97.1,368.73,820.99,837.94,150,0
468.65,604.85,739.26,976.46,976.76,150,0
39.19,118.73,120.2,282.81,296.14,150,0
64.15,317.98,414.26,566.6,692.47,150,0
93.94,265.39,523.25,575.95,929.3,150,0
131.8,289.41,318.57,667.41,716.33,150,0
4.7,20.11,183.19,586.51,828.94,150,0
248.75,270.01,677.82,735.19,962.19,150,0
223.08,572.25,576.16,592.04,952.75,150,0
297.44,447.13,699.48,813.8,846.41,150,0
396.51,581.27,692.53,881.1,881.74,150,0
423.86,501.32,643.99,725.25,956.08,150,0
19.19,290.08,301.57,606.39,660.17,150,0
135.47,298.28,428.77,569.96,618.02,150,0
431.42,574.33,590.87,652.1,653.2,150,1
367.56,435.86,806.19,891.92,896.55,150,0
100.23,703.89,714.24,919.48,998.85,150,0
123.82,149.45,162.49,615.56,868.13,150,0
69.17,407.18,569.1,807.32,848.01,150,0
453.54,697.43,722.06,866.38,975.52,150,0
11.71,171.63,359.98,729.99,855.8,150,0
18.52,54.34,200.0,521.04,793.7,150,0
31.84,223.92,345.35,704.41,928.08,150,0
164.69,237.89,577.23,621.48,934.21,150,0
311.94,535.63,589.91,613.97,730.12,150,0
186.19,209.84,398.22,739.55,944.37,150,0
58.03,227.41,254.36,434.42,490.46,150,0
24.68,179.6,311.8,377.75,696.34,150,0
67.25,453.7,536.58,679.39,896.67,150,0
20.65,216.9,263.32,663.08,990.34,150,0
320.02,383.46,588.32,758.38,831.05,150,0
185.64,273.54,628.98,798.05,872.65,150,0
215.51,687.49,730.86,947.37,952.79,150,0
25.66,207.47,213.31,253.94,518.2,150,0
277.63,374.17,424.69,463.58,586.78,150,1
117.53,132.07,517.38,716.86,863.86,150,0
144.85,183.28,396.06,488.06,565.42,150,0
355.61,748.66,765.33,903.72,940.43,150,0
83.42,292.15,552.19,584.48,961.94,150,0
